id,area,dpto,sexo,parent,edad,edu,ingreso,horas_semana,cotiza,lugar,meses,rama_4,rama_2,posic,fondo,cambiar,estable,t_actual,t_viaje,mas_h,medio,sintrab,n_comp,arl,caja,factor_exp,actividad,cotiza_fondo
7642710-1-2,Bogota,Bogota,M,Hijo,27,Técnico o tecnológico,2000000,40,1,Local fijo u oficina,12,8413,84,Autonomo,1,Si,Si,48,90,No,Bus urbano,Ahorro,201 o mas,Si,No,4544.0092652,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Fondo privado
7654633-1-1,Pereira,Risaralda,M,Jefe,36,Técnico o tecnológico,2100000,48,1,Local fijo u oficina,12,4732,47,Obrero,1,No,Si,36,42,No,Bus urbano,No lo ha considerado,31 - 50,Si,Si,349.06717919,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7644530-1-1,Pereira,Risaralda,F,Jefe,62,Universitaria,1800000,18,3,Local fijo u oficina,12,8551,85,Obrero,NA,No,Si,70,260,No,Bus urbano,No lo ha considerado,20 - 30,Si,No,209.00937053,Educación,Pensionado
7639770-1-1,Cali,Valle,F,Jefe,36,Técnico o tecnológico,1160000,47,1,Local fijo u oficina,12,4773,47,Obrero,1,No,Si,36,60,No,SITP,Ayuda familiar,2 - 3,Si,Si,1611.4803872,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7638871-1-1,Pasto,Narino,M,Jefe,48,Secundaria,900000,45,2,Otra vivienda,12,4330,43,Autonomo,NA,Si,No,36,10,Si,Moto,Ayuda familiar,Solo,No,No,247.39345815,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,No cotiza
7631118-1-4,Monteria,Cordoba,F,Empleado doméstico,39,Secundaria,1400000,45,2,En esta vivienda,12,9700,97,Empleado domestico,NA,No,Si,12,NA,No,No se desplaza,No tendria recursos,Solo,No,No,273.26679256,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
7635136-1-3,Manizales,Caldas,M,Hijo,19,Universitaria,500000,20,2,Local fijo u oficina,12,5613,56,Obrero,NA,No,No,24,10,No,Moto,Ayuda familiar,2 - 3,No,No,153.01532956,Actividades de servicios de comidas y bebidas,No cotiza
7644269-1-1,Cucuta,Nte Santander,M,Jefe,24,Universitaria,1160000,40,2,Local fijo u oficina,10,5621,56,Autonomo,NA,No,No,1,60,No,Bus urbano,Ahorro,Solo,No,No,293.20937077,Actividades de servicios de comidas y bebidas,No cotiza
7630598-1-1,Manizales,Caldas,M,Jefe,52,Especialización,5000000,47,1,Local fijo u oficina,12,4210,42,Obrero,2,No,Si,30,30,No,Auto particular,Ahorro,20 - 30,Si,Si,148.30716557,Obras de ingeniería civil,Colpensiones
7651883-1-3,Barranquilla,Atlantico,M,Yerno o nuera,18,Primaria,1500000,50,2,Vehículo,6,4921,49,Autonomo,NA,No,No,6,8,No,A pie,Ayuda familiar,Solo,No,No,2674.7662851,Transporte terrestre; transporte por tuberías,No cotiza
7653309-1-2,Monteria,Cordoba,F,Hijo,43,Secundaria,1300606,45,1,Local fijo u oficina,12,8530,85,Obrero,1,No,Si,144,15,No,Mototaxi,Ayuda familiar,51 - 100,Si,Si,156.04191596,Educación,Fondo privado
7654048-1-3,Villavicencio,Meta,M,Hijo,21,Primaria,800000,48,2,Local fijo u oficina,10,6820,68,Obrero,NA,Si,Si,10,5,No,Moto,Ahorro,4 - 5,No,No,206.59030201,Actividades inmobiliarias,No cotiza
7637127-1-1,Medellin,Antioquia,F,Jefe,61,Secundaria,1200000,48,1,Local fijo u oficina,12,4923,49,Obrero,1,No,Si,450,60,No,Metro,Vender bienes,201 o mas,Si,Si,826.92404583,Transporte terrestre; transporte por tuberías,Fondo privado
7638256-1-2,Monteria,Cordoba,M,Pareja,39,Universitaria,2200000,40,1,Local fijo u oficina,12,8412,84,Autonomo,1,No,Si,8,12,No,Moto,Ahorro,201 o mas,Si,No,467.09866656,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Fondo privado
7647891-1-1,Manizales,Caldas,M,Jefe,55,Secundaria,1400000,48,1,Local fijo u oficina,12,9491,94,Obrero,2,No,Si,22,20,No,Moto,Ayuda familiar,201 o mas,Si,Si,197.18028143,Actividades de asociaciones,Colpensiones
7647825-1-1,Manizales,Caldas,M,Jefe,29,Técnico o tecnológico,2100000,48,1,Vehículo,12,8423,84,Funcionario,3,No,Si,120,15,No,Auto particular,No lo ha considerado,201 o mas,Si,No,138.27563181,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Regimen especial
7655915-1-1,Pereira,Risaralda,F,Jefe,23,Secundaria,1160000,60,2,Local fijo u oficina,12,5613,56,Obrero,NA,No,Si,26,40,No,A pie,No tendria recursos,2 - 3,No,No,178.99543175,Actividades de servicios de comidas y bebidas,No cotiza
7630006-1-2,Barranquilla,Atlantico,M,Hijo,30,Técnico o tecnológico,1500000,48,1,Local fijo u oficina,12,5320,53,Obrero,1,No,Si,36,40,No,Bus urbano,Ayuda familiar,201 o mas,Si,Si,779.42710225,Correo y servicios de mensajería,Fondo privado
7649273-1-1,Bucaramanga,Santander,M,Jefe,30,Secundaria,2000000,48,1,Local fijo u oficina,12,6820,68,Obrero,1,No,Si,60,45,No,Auto particular,No tendria recursos,201 o mas,Si,Si,1894.3005404,Actividades inmobiliarias,Fondo privado
7655411-1-1,Cali,Valle,F,Jefe,29,Secundaria,1800000,48,2,En esta vivienda,12,9602,96,Autonomo,NA,No,Si,14,NA,No,No se desplaza,Ayuda familiar,Solo,No,No,301.62679141,Otras actividades de servicios personales,No cotiza
7631064-1-2,Monteria,Cordoba,F,Hijo,54,Secundaria,700000,40,1,Otra vivienda,12,9700,97,Empleado domestico,1,No,Si,120,30,No,Mototaxi,No tendria recursos,Solo,No,No,232.47464242,Actividades de los hogares individuales como empleadores de personal doméstico,Fondo privado
7627617-1-1,Bogota,Bogota,M,Jefe,24,Primaria,2175000,70,2,Local fijo u oficina,7,5611,56,Obrero,NA,No,No,2,7,No,A pie,Ayuda familiar,11 - 19,No,No,1691.9427042,Actividades de servicios de comidas y bebidas,No cotiza
7627937-1-1,Manizales,Caldas,F,Jefe,47,Secundaria,1890000,47,1,Local fijo u oficina,12,1082,10,Obrero,2,No,Si,84,75,No,Transporte empresa,No tendria recursos,201 o mas,Si,Si,182.31491103,Elaboración de productos alimenticios,Colpensiones
7647327-1-2,Medellin,Antioquia,M,Hijo,25,Técnico o tecnológico,1160000,47,1,Local fijo u oficina,12,9311,93,Obrero,2,No,Si,16,40,No,Metro,No tendria recursos,201 o mas,Si,Si,2627.3757024,Actividades deportivas y actividades recreativas y de esparcimiento,Colpensiones
7649786-1-3,Cali,Valle,M,Hijo,20,Secundaria,1200000,24,2,Local fijo u oficina,12,5611,56,Obrero,NA,No,Si,12,120,No,Auto particular,Ayuda familiar,6 - 10,No,No,1240.7368874,Actividades de servicios de comidas y bebidas,No cotiza
7644680-1-4,Bucaramanga,Santander,M,Hijo,31,Secundaria,1700000,30,1,Local fijo u oficina,11,8413,84,Autonomo,2,No,No,6,30,No,Bus urbano,Ayuda familiar,201 o mas,Si,No,454.77292512,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Colpensiones
7653249-1-2,Monteria,Cordoba,M,Pareja,52,Primaria,900000,77,2,Vehículo,12,4921,49,Autonomo,NA,No,Si,156,10,No,A pie,Ayuda familiar,Solo,No,No,304.07764242,Transporte terrestre; transporte por tuberías,No cotiza
7649061-1-1,Pereira,Risaralda,M,Jefe,41,Secundaria,1160000,8,1,Obra en construccion,6,1061,10,Obrero,2,No,Si,7,20,No,SITP,Ahorro,4 - 5,Si,No,357.94925869,Elaboración de productos alimenticios,Colpensiones
7647505-1-1,Medellin,Antioquia,M,Jefe,41,Secundaria,420000,47,1,Local fijo u oficina,12,7310,73,Autonomo,2,No,Si,120,15,No,Moto,No tendria recursos,Solo,Si,No,1304.51018,Publicidad y estudios de mercado,Colpensiones
7652700-1-1,Manizales,Caldas,M,Jefe,39,Secundaria,1372000,72,2,Vehículo,10,4722,47,Obrero,NA,No,Si,2,20,No,Moto,No tendria recursos,11 - 19,No,No,330.80623002,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7627556-1-2,Medellin,Antioquia,F,Pareja,28,Universitaria,1800000,48,1,Local fijo u oficina,12,6910,69,Obrero,1,No,Si,6,20,No,Auto particular,Ahorro,11 - 19,Si,Si,1099.882199,Actividades jurídicas y de contabilidad,Fondo privado
7651687-1-1,Medellin,Antioquia,F,Jefe,18,Secundaria,1440000,60,2,En la calle,2,5619,56,Obrero,NA,No,Si,2,2,No,A pie,No lo ha considerado,2 - 3,No,No,1376.9646738,Actividades de servicios de comidas y bebidas,No cotiza
7635350-1-4,Monteria,Cordoba,M,Otro pariente,23,Universitaria,600000,40,2,Local fijo u oficina,12,5911,59,Obrero,NA,No,Si,6,15,No,Moto,No lo ha considerado,6 - 10,No,No,130.03492997,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música",No cotiza
7631145-1-1,Monteria,Cordoba,F,Jefe,32,Secundaria,1160000,47,1,Local fijo u oficina,12,8610,86,Obrero,1,Si,Si,48,30,No,Moto,No lo ha considerado,31 - 50,Si,No,156.86816065,Actividades de atención de la salud humana,Fondo privado
7627980-1-2,Manizales,Caldas,F,Hijo,29,Secundaria,1160000,48,1,Local fijo u oficina,12,1410,14,Obrero,1,No,Si,2,20,No,Moto,Ayuda familiar,201 o mas,Si,Si,140.44835808,Confección de prendas de vestir,Fondo privado
7639781-1-1,Cali,Valle,M,Jefe,63,Ninguno,1000000,48,2,Local fijo u oficina,12,4665,46,Obrero,NA,Si,No,48,20,No,A pie,Ahorro,6 - 10,No,No,172.2502757,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",No cotiza
7644227-1-1,Cucuta,Nte Santander,M,Jefe,42,Especialización,4000000,36,1,En esta vivienda,12,8299,82,Autonomo,2,No,No,24,NA,No,No se desplaza,Ahorro,Solo,Si,No,310.63349719,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Colpensiones
7629812-1-1,Medellin,Antioquia,M,Jefe,40,Técnico o tecnológico,1600000,48,2,Otra vivienda,12,4321,43,Autonomo,NA,No,Si,160,35,No,Moto,Ahorro,Solo,No,No,1060.487337,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,No cotiza
7641743-1-1,Cucuta,Nte Santander,F,Jefe,33,Primaria,500000,24,2,Otra vivienda,12,8121,81,Autonomo,NA,No,No,12,60,Si,Bus urbano,Dinero prestado,Solo,No,No,256.11381283,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",No cotiza
7644108-1-1,Pasto,Narino,M,Jefe,39,Secundaria,5800000,60,1,Local fijo u oficina,12,8423,84,Funcionario,3,No,Si,168,15,No,Transporte empresa,Ahorro,201 o mas,Si,Si,139.58263204,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Regimen especial
7637200-1-2,Barranquilla,Atlantico,F,Pareja,44,Universitaria,3560000,40,1,Local fijo u oficina,12,8413,84,Autonomo,2,No,Si,84,30,No,Auto particular,Ayuda familiar,201 o mas,Si,No,1225.0641723,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Colpensiones
7648899-1-6,Pasto,Narino,M,Nieto,27,Secundaria,1160000,40,1,Local fijo u oficina,12,1089,10,Obrero,1,No,No,2,20,No,Moto,Ayuda familiar,101 - 200,Si,No,156.90883552,Elaboración de productos alimenticios,Fondo privado
7644180-1-2,Cucuta,Nte Santander,M,Hijo,33,Secundaria,800000,50,2,Vehículo,12,5320,53,Autonomo,NA,Si,No,15,15,No,Moto,Ahorro,Solo,No,No,475.39159373,Correo y servicios de mensajería,No cotiza
7644220-1-1,Cucuta,Nte Santander,M,Jefe,30,Técnico o tecnológico,1160000,35,1,Vehículo,8,5320,53,Obrero,1,Si,Si,5,15,Si,Moto,No lo ha considerado,201 o mas,Si,Si,359.44733246,Correo y servicios de mensajería,Fondo privado
7637268-1-3,Barranquilla,Atlantico,M,Hijo,23,Primaria,1200000,48,2,Local fijo u oficina,4,2511,25,Obrero,NA,Si,No,4,30,No,Bus urbano,No tendria recursos,4 - 5,No,No,830.58627558,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",No cotiza
7649714-1-3,Cali,Valle,M,Nieto,32,Secundaria,1160000,48,1,Local fijo u oficina,12,1082,10,Obrero,2,No,Si,48,40,No,Transporte empresa,No lo ha considerado,201 o mas,Si,Si,1044.7848389,Elaboración de productos alimenticios,Colpensiones
7634849-1-4,Medellin,Antioquia,F,Empleado doméstico,35,Primaria,2500000,48,1,En esta vivienda,12,9700,97,Empleado domestico,2,No,Si,10,NA,No,No se desplaza,Ayuda familiar,Solo,Si,Si,1422.1706688,Actividades de los hogares individuales como empleadores de personal doméstico,Colpensiones
7647873-1-1,Manizales,Caldas,F,Jefe,30,Secundaria,800000,50,2,Otra vivienda,12,8121,81,Autonomo,NA,No,No,120,20,No,Bus urbano,No lo ha considerado,Solo,No,No,224.5016261,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",No cotiza
7654416-1-1,Cucuta,Nte Santander,F,Jefe,47,Primaria,700000,25,2,Otra vivienda,12,9602,96,Autonomo,NA,Si,No,132,20,Si,A pie,Ayuda familiar,Solo,No,No,442.13553476,Otras actividades de servicios personales,No cotiza
7638803-1-2,Villavicencio,Meta,F,Nieto,28,Secundaria,1160000,48,2,Local fijo u oficina,2,4773,47,Obrero,NA,No,No,3,10,No,A pie,Ayuda familiar,201 o mas,No,No,330.74877854,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7644466-1-2,Pereira,Risaralda,F,Pareja,34,Secundaria,1000000,48,1,Otra vivienda,12,6820,68,Autonomo,2,No,Si,15,10,No,Moto,Ayuda familiar,Solo,Si,No,350.8671585,Actividades inmobiliarias,Colpensiones
7630242-1-1,Bogota,Bogota,F,Jefe,42,Especialización,8000000,50,1,En esta vivienda,12,7112,71,Obrero,1,No,No,24,NA,No,No se desplaza,Ahorro,101 - 200,Si,Si,5678.3351461,Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Fondo privado
7632401-1-1,Pereira,Risaralda,M,Jefe,42,Secundaria,1160000,47,1,Local fijo u oficina,12,5229,52,Obrero,1,No,Si,9,15,No,Moto,No tendria recursos,4 - 5,Si,No sabe,402.70177423,Almacenamiento y actividades complementarias al transporte,Fondo privado
7652675-1-1,Manizales,Caldas,M,Jefe,38,Universitaria,1800000,42,1,Local fijo u oficina,12,8412,84,Funcionario,2,No,Si,18,15,No,Auto particular,Cesantias,201 o mas,Si,Si,210.51305546,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Colpensiones
7654277-1-2,Pasto,Narino,F,Hijo,43,Secundaria,1300000,46,1,Local fijo u oficina,12,1811,18,Obrero,2,Si,No,36,40,No,A pie,No tendria recursos,11 - 19,Si,Si,159.96674902,Actividades de impresión y de producción de copias a partir de grabaciones originales,Colpensiones
7649766-1-1,Cali,Valle,F,Jefe,35,Técnico o tecnológico,1300000,48,1,Local fijo u oficina,12,2229,22,Obrero,1,Si,No,18,45,No,Bus urbano,Ayuda familiar,201 o mas,Si,Si,375.42006714,Fabricación de productos de caucho y de plástico,Fondo privado
7631082-1-1,Monteria,Cordoba,M,Jefe,31,Técnico o tecnológico,1160000,48,1,Local fijo u oficina,12,8610,86,Obrero,1,No,Si,48,15,No,Mototaxi,No tendria recursos,101 - 200,Si,No,349.80507041,Actividades de atención de la salud humana,Fondo privado
7632840-1-3,Cali,Valle,F,Padre o madre,58,Primaria,700000,72,2,En esta vivienda,12,9700,97,Empleado domestico,NA,No,Si,36,NA,No,No se desplaza,Ayuda familiar,Solo,No,No,1657.1156116,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
7634935-1-2,Bogota,Bogota,F,Pareja,32,Técnico o tecnológico,1080000,24,1,Local fijo u oficina,12,6515,65,Obrero,1,No,Si,58,60,No,SITP,Ayuda familiar,201 o mas,Si,Si,3123.606649,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Fondo privado
7635827-1-1,Cucuta,Nte Santander,M,Jefe,31,Secundaria,1000000,70,2,Vehículo,12,4921,49,Autonomo,NA,No,Si,24,5,No,A pie,No lo ha considerado,Solo,No,No,372.28726947,Transporte terrestre; transporte por tuberías,No cotiza
7642420-1-1,Barranquilla,Atlantico,F,Jefe,37,Universitaria,2500000,30,2,En esta vivienda,12,7310,73,Autonomo,NA,No,No,192,NA,Si,No se desplaza,No lo ha considerado,Solo,No,No,605.51170165,Publicidad y estudios de mercado,No cotiza
7632302-1-1,Pereira,Risaralda,M,Jefe,41,Secundaria,1750000,40,1,Local fijo u oficina,8,4530,45,Obrero,2,No,Si,8,25,No,A pie,Ayuda familiar,4 - 5,No,No,269.04506838,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",Colpensiones
7647649-1-2,Bogota,Bogota,F,Pareja,39,Universitaria,5600000,45,1,Local fijo u oficina,12,6412,64,Obrero,1,No,Si,15,NA,No,No se desplaza,No lo ha considerado,201 o mas,Si,Si,4015.4438192,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Fondo privado
7638809-1-1,Villavicencio,Meta,M,Jefe,23,Secundaria,1160000,47,1,Local fijo u oficina,12,5619,56,Obrero,1,Si,No,3,20,No,A pie,Ahorro,11 - 19,Si,Si,285.76733843,Actividades de servicios de comidas y bebidas,Fondo privado
7642550-1-1,Barranquilla,Atlantico,F,Jefe,52,Primaria,700000,20,1,En esta vivienda,12,4792,47,Autonomo,1,Si,No,120,NA,No,No se desplaza,Ayuda familiar,Solo,No,No,712.20079187,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7651736-1-4,Medellin,Antioquia,F,Hijo,20,Secundaria,1160000,47,1,Local fijo u oficina,12,8220,82,Obrero,1,No,Si,4,50,No,Metro,No tendria recursos,31 - 50,Si,Si,3592.3081508,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Fondo privado
7649671-1-3,Cali,Valle,F,Yerno o nuera,41,Universitaria,2200000,45,1,Local fijo u oficina,10,8530,85,Obrero,1,No,Si,2,45,No,Moto,Ayuda familiar,101 - 200,Si,Si,1407.9808789,Educación,Fondo privado
7628936-1-2,Bucaramanga,Santander,F,Hijo,64,Secundaria,800000,40,3,Otra vivienda,12,9700,97,Empleado domestico,NA,No,Si,12,30,No,Bus urbano,Ahorro,Solo,No,No,314.26269,Actividades de los hogares individuales como empleadores de personal doméstico,Pensionado
7642809-1-1,Cartagena,Bolivar,M,Jefe,38,Secundaria,1500000,50,2,En esta vivienda,12,9602,96,Autonomo,NA,No,Si,96,NA,No,No se desplaza,No lo ha considerado,Solo,No,No,578.89113135,Otras actividades de servicios personales,No cotiza
7634818-1-1,Medellin,Antioquia,M,Jefe,45,Universitaria,2320000,48,1,Local fijo u oficina,12,2229,22,Obrero,2,No,Si,228,90,No,Metro,No tendria recursos,201 o mas,Si,Si,1308.8901327,Fabricación de productos de caucho y de plástico,Colpensiones
7630408-1-5,Cartagena,Bolivar,M,Hermano,57,Secundaria,NA,45,2,Area rural,12,113,1,Autonomo,NA,No,Si,24,180,No,Bus intermunicipal,Ayuda familiar,2 - 3,No,No,145.24464521,"Agricultura, ganadería, caza y actividades de servicios conexas",No cotiza
7636132-1-1,Ibague,Tolima,M,Jefe,24,Técnico o tecnológico,1000000,60,2,Local fijo u oficina,12,5611,56,Autonomo,NA,No,Si,36,20,No,Bicicleta,No tendria recursos,2 - 3,No,No,535.83906249,Actividades de servicios de comidas y bebidas,No cotiza
7630023-1-1,Barranquilla,Atlantico,M,Jefe,61,Técnico o tecnológico,1450000,48,1,Local fijo u oficina,12,6820,68,Obrero,2,No,Si,72,30,No,Moto,Ayuda familiar,6 - 10,Si,Si,609.71891555,Actividades inmobiliarias,Colpensiones
7643947-1-1,Villavicencio,Meta,F,Jefe,43,Ninguno,700000,53,2,Otra vivienda,1,9700,97,Empleado domestico,NA,Si,No,2,45,No,A pie,Ayuda familiar,Solo,No,No,163.90731071,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
7631840-1-1,Pasto,Narino,M,Jefe,39,Primaria,1500000,88,2,Local fijo u oficina,12,4711,47,Empleador,NA,No,Si,24,5,No,A pie,No lo ha considerado,2 - 3,No,No,104.30499357,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7648061-1-1,Manizales,Caldas,M,Jefe,44,Técnico o tecnológico,4000000,40,2,Local fijo u oficina,12,5611,56,Empleador,NA,No,Si,36,7,No,Auto particular,Ahorro,4 - 5,No,No,132.94678528,Actividades de servicios de comidas y bebidas,No cotiza
7638752-1-1,Villavicencio,Meta,M,Jefe,53,Secundaria,1160000,48,1,Vehículo,12,4921,49,Obrero,1,No,Si,84,10,No,A pie,No lo ha considerado,201 o mas,Si,No,432.98650858,Transporte terrestre; transporte por tuberías,Fondo privado
7630175-1-3,Bogota,Bogota,M,Hijo,40,Secundaria,1500000,60,2,Vehículo,12,5320,53,Autonomo,NA,No,Si,84,20,No,Moto,Ayuda familiar,201 o mas,No,No,3185.6951516,Correo y servicios de mensajería,No cotiza
7628748-1-2,Cucuta,Nte Santander,M,Nieto,23,Secundaria,1390000,60,1,Otra vivienda,12,6820,68,Obrero,1,No,Si,24,20,No,Moto,No lo ha considerado,4 - 5,Si,Si,392.2581295,Actividades inmobiliarias,Fondo privado
7639705-1-2,Cali,Valle,F,Pareja,52,Técnico o tecnológico,5000000,47,1,Local fijo u oficina,12,1410,14,Obrero,2,No,Si,24,25,No,Auto particular,No lo ha considerado,201 o mas,Si,Si,1224.7344545,Confección de prendas de vestir,Colpensiones
